date,ticker,sector,open,high,low,close,volume,is_anomaly
2023-12-22,MEBL,Banks,153.5,153.5,150.5,150.85,342332,f
2023-12-26,MEBL,Banks,150.85,150.85,146.0,148.56,992469,f
2023-12-27,MEBL,Banks,149.98,159.0,146.15,157.97,1173850,f
2023-12-28,MEBL,Banks,158.99,166.0,158.99,162.04,2399892,f
2023-12-29,MEBL,Banks,162.0,163.66,160.0,161.36,694657,f
2024-01-01,MEBL,Banks,162.0,166.3,161.36,164.34,603653,f
2024-01-02,MEBL,Banks,165.98,168.99,164.0,166.11,1194684,f
2024-01-03,MEBL,Banks,167.0,167.93,162.97,163.88,936862,f
2024-01-04,MEBL,Banks,164.0,165.0,161.77,163.2,249269,f
2024-01-05,MEBL,Banks,163.99,164.49,162.0,162.83,520864,f
2024-01-08,MEBL,Banks,164.5,164.5,162.0,162.73,174594,f
2024-01-09,MEBL,Banks,162.4,163.5,159.76,161.34,214549,f
2024-01-10,MEBL,Banks,161.2,162.4,156.01,157.72,779204,f
2024-01-11,MEBL,Banks,158.71,162.5,157.0,159.23,1362772,f
2024-01-12,MEBL,Banks,161.0,163.9,158.56,160.9,1352892,f
2024-01-15,MEBL,Banks,162.0,164.0,160.5,161.26,597573,f
2024-01-16,MEBL,Banks,161.0,162.0,160.0,160.09,397173,f
2024-01-17,MEBL,Banks,161.5,164.61,160.0,164.39,2778728,f
2024-01-18,MEBL,Banks,164.44,164.9,162.01,164.22,5414426,f
2024-01-19,MEBL,Banks,164.99,167.0,164.49,164.86,909282,f
2024-01-22,MEBL,Banks,165.5,165.83,164.11,164.92,1837901,f
2024-01-23,MEBL,Banks,166.98,169.5,164.9,168.28,2064458,f
2024-01-24,MEBL,Banks,168.71,170.6,167.75,169.73,1107720,f
2024-01-25,MEBL,Banks,170.0,174.47,170.0,172.92,8505529,f
2024-01-26,MEBL,Banks,172.06,173.99,170.0,170.35,861328,f
2024-01-29,MEBL,Banks,168.53,169.97,165.8,166.39,435690,f
2024-01-30,MEBL,Banks,166.7,168.0,160.0,160.6,461285,f
2024-01-31,MEBL,Banks,161.4,165.99,160.01,161.12,977142,f
2024-02-01,MEBL,Banks,162.8,167.5,162.01,165.55,1005572,f
2024-02-02,MEBL,Banks,166.99,168.5,165.0,167.84,897500,f
2024-02-06,MEBL,Banks,169.0,170.01,167.95,168.54,1884705,f
2024-02-07,MEBL,Banks,169.99,172.44,169.75,170.58,846847,f
2024-02-09,MEBL,Banks,165.06,170.0,161.0,167.92,1148046,f
2024-02-12,MEBL,Banks,167.5,169.99,163.5,166.9,2231336,f
2024-02-13,MEBL,Banks,165.5,170.5,162.02,169.6,2491967,f
2024-02-14,MEBL,Banks,170.1,171.5,168.5,168.92,603754,f
2024-02-15,MEBL,Banks,169.98,175.01,166.51,169.23,5071966,f
2024-02-16,MEBL,Banks,170.0,171.0,166.5,167.73,1081197,f
2024-02-19,MEBL,Banks,166.99,168.75,165.0,167.71,713794,f
2024-02-20,MEBL,Banks,166.12,168.9,165.1,165.61,425981,f
2024-02-21,MEBL,Banks,168.5,169.4,166.9,168.94,935668,f
2024-02-22,MEBL,Banks,168.01,176.45,168.01,175.4,1880159,f
2024-02-23,MEBL,Banks,175.75,182.9,175.75,181.96,2582739,f
2024-02-26,MEBL,Banks,183.0,187.98,182.01,184.44,1982115,f
2024-02-27,MEBL,Banks,184.0,185.4,182.05,184.23,1767204,f
2024-02-28,MEBL,Banks,184.96,186.2,183.5,184.12,3097288,f
2024-02-29,MEBL,Banks,184.81,189.9,184.25,187.89,1627314,f
2024-03-01,MEBL,Banks,189.99,197.0,187.0,195.21,2838550,f
2024-03-04,MEBL,Banks,196.0,198.2,191.55,193.41,643877,f
2024-03-05,MEBL,Banks,193.0,195.89,192.0,192.73,316293,f
2024-03-06,MEBL,Banks,193.96,194.5,191.5,192.45,472381,f
2024-03-07,MEBL,Banks,194.5,194.5,189.0,190.54,806139,f
2024-03-08,MEBL,Banks,191.0,191.2,188.05,188.46,326384,f
2024-03-11,MEBL,Banks,188.0,188.0,185.46,186.97,331290,f
2024-03-12,MEBL,Banks,186.97,187.95,186.21,187.04,679259,f
2024-03-13,MEBL,Banks,186.5,187.5,185.99,186.49,1482780,f
2024-03-14,MEBL,Banks,186.5,191.8,186.5,190.5,1429431,f
2024-03-15,MEBL,Banks,191.5,194.5,189.75,192.89,987738,f
2024-03-18,MEBL,Banks,193.0,198.0,193.0,196.36,1546946,f
2024-03-19,MEBL,Banks,197.99,204.7,197.0,201.3,4094341,f
2024-03-20,MEBL,Banks,202.0,203.98,201.0,203.2,1795871,f
2024-03-21,MEBL,Banks,195.0,199.7,195.0,196.45,2375031,f
2024-03-22,MEBL,Banks,196.25,198.5,195.5,197.26,1295025,f
2024-03-25,MEBL,Banks,198.4,200.5,197.3,199.76,1380684,f
2024-03-26,MEBL,Banks,200.9,209.2,200.0,206.99,3646215,f
2024-03-27,MEBL,Banks,208.11,211.89,208.11,210.27,2375850,f
2024-03-28,MEBL,Banks,211.0,212.9,210.5,211.2,4787576,f
2024-03-29,MEBL,Banks,211.49,214.89,211.01,213.62,1764939,f
2024-04-01,MEBL,Banks,214.75,217.8,214.02,214.94,1033148,f
2024-04-02,MEBL,Banks,214.98,217.0,214.98,215.77,1763596,f
2024-04-03,MEBL,Banks,216.77,216.95,210.02,212.54,1020085,f
2024-04-04,MEBL,Banks,212.54,218.3,211.0,217.52,1468620,f
2024-04-08,MEBL,Banks,218.0,225.59,216.0,224.21,1856452,f
2024-04-09,MEBL,Banks,226.0,238.0,225.6,229.82,2593637,f
2024-04-15,MEBL,Banks,229.01,233.0,228.13,228.96,4388357,f
2024-04-16,MEBL,Banks,227.05,231.0,227.05,228.15,931991,f
2024-04-17,MEBL,Banks,227.01,230.0,225.0,229.59,1623482,f
2024-04-18,MEBL,Banks,230.0,232.0,216.5,219.0,5230338,f
2024-04-19,MEBL,Banks,221.0,229.2,217.3,222.68,2123553,f
2024-04-22,MEBL,Banks,224.7,226.9,221.57,223.49,1604012,f
2024-04-23,MEBL,Banks,223.0,223.5,217.0,218.21,1254857,f
2024-04-24,MEBL,Banks,218.95,220.8,215.1,215.73,1091952,f
2024-04-25,MEBL,Banks,216.5,219.7,212.95,217.51,3631747,f
2024-04-26,MEBL,Banks,218.76,222.5,217.41,220.78,1745546,f
2024-04-29,MEBL,Banks,216.1,219.9,209.9,212.45,1517912,f
2024-04-30,MEBL,Banks,216.7,216.7,212.0,212.68,821836,f
2024-05-02,MEBL,Banks,212.3,213.3,210.0,211.15,1008057,f
2024-05-03,MEBL,Banks,211.9,216.0,211.1,214.43,917389,f
2024-05-06,MEBL,Banks,216.98,216.98,213.46,214.05,338513,f
2024-05-07,MEBL,Banks,214.0,214.0,210.4,211.12,1070008,f
2024-05-08,MEBL,Banks,212.98,212.98,209.0,211.04,909953,f
2024-05-09,MEBL,Banks,212.74,212.75,210.12,211.03,881765,f
2024-05-10,MEBL,Banks,212.0,212.95,210.5,211.32,3379285,f
2024-05-13,MEBL,Banks,211.0,213.23,210.8,211.05,807659,f
2024-05-14,MEBL,Banks,211.05,219.0,211.03,217.03,1304562,f
2024-05-15,MEBL,Banks,217.7,223.75,217.7,221.99,2617264,f
2024-05-16,MEBL,Banks,222.7,226.5,222.0,224.18,3134728,f
2024-05-17,MEBL,Banks,225.0,225.5,223.0,223.49,918987,f
2024-05-20,MEBL,Banks,223.6,225.85,222.52,225.22,841740,f
2024-05-21,MEBL,Banks,225.9,237.0,224.0,234.65,2757096,f
2024-05-22,MEBL,Banks,235.0,238.95,232.0,236.18,1927786,f
2024-05-23,MEBL,Banks,235.0,237.49,234.5,235.55,403204,f
2024-05-24,MEBL,Banks,235.5,243.88,235.5,241.07,8615485,f
2024-05-27,MEBL,Banks,241.07,244.0,239.0,241.36,865800,f
2024-05-29,MEBL,Banks,242.0,242.0,239.8,240.92,962411,f
2024-05-30,MEBL,Banks,241.92,242.44,240.15,240.94,1315420,f
2024-05-31,MEBL,Banks,240.94,246.7,240.94,246.06,1048137,f
2024-06-03,MEBL,Banks,246.1,247.0,241.5,243.07,1703377,f
2024-06-04,MEBL,Banks,242.5,243.0,240.8,241.02,1636665,f
2024-06-05,MEBL,Banks,240.21,241.45,237.5,240.96,1482973,f
2024-06-06,MEBL,Banks,240.0,241.25,237.51,239.04,933385,f
2024-06-07,MEBL,Banks,240.97,240.97,220.66,230.13,2707686,f
2024-06-10,MEBL,Banks,230.98,230.98,223.61,226.79,521770,f
2024-06-11,MEBL,Banks,229.0,229.0,219.5,222.23,1039627,f
2024-06-12,MEBL,Banks,222.0,224.4,220.2,223.14,757265,f
2024-06-13,MEBL,Banks,223.14,235.0,223.0,233.0,1584794,f
2024-06-14,MEBL,Banks,234.5,243.95,232.01,242.49,3177696,f
2024-06-20,MEBL,Banks,243.0,257.5,243.0,255.56,2276547,f
2024-06-21,MEBL,Banks,255.5,263.89,245.0,247.35,2221530,f
2024-06-24,MEBL,Banks,247.35,249.0,238.6,240.08,1004030,f
2024-06-25,MEBL,Banks,240.02,242.2,239.0,240.23,1540226,f
2024-06-26,MEBL,Banks,240.5,242.7,238.0,239.1,940542,f
2024-06-27,MEBL,Banks,240.05,242.48,235.0,236.82,572608,f
2024-06-28,MEBL,Banks,237.0,240.75,235.0,239.39,1001578,f
2024-07-01,MEBL,Banks,240.0,242.5,237.99,238.4,751953,f
2024-07-02,MEBL,Banks,238.5,241.5,238.5,240.37,933377,f
2024-07-03,MEBL,Banks,241.0,242.0,239.4,239.96,1195930,f
2024-07-04,MEBL,Banks,240.5,242.8,239.0,242.0,963460,f
2024-07-05,MEBL,Banks,242.7,244.25,239.5,240.1,3371691,f
2024-07-08,MEBL,Banks,240.9,242.0,238.6,239.14,588101,f
2024-07-09,MEBL,Banks,240.0,241.79,237.99,238.44,1659890,f
2024-07-10,MEBL,Banks,239.0,239.8,237.05,237.99,569043,f
2024-07-11,MEBL,Banks,237.5,237.99,236.0,236.82,591806,f
2024-07-12,MEBL,Banks,236.0,238.7,230.0,237.19,995728,f
2024-07-15,MEBL,Banks,240.5,242.5,236.0,237.17,1598960,f
2024-07-18,MEBL,Banks,238.49,242.25,236.75,241.07,1400102,f
2024-07-19,MEBL,Banks,241.99,241.99,237.5,239.57,1327195,f
2024-07-22,MEBL,Banks,238.9,242.48,235.0,235.98,3418732,f
2024-07-23,MEBL,Banks,236.0,239.9,236.0,237.86,783996,f
2024-07-24,MEBL,Banks,239.9,244.0,236.0,243.0,1501062,f
2024-07-25,MEBL,Banks,244.8,244.8,239.0,239.7,381002,f
2024-07-26,MEBL,Banks,239.01,240.4,235.6,236.59,599189,f
2024-07-29,MEBL,Banks,238.0,239.2,237.0,237.68,436320,f
2024-07-30,MEBL,Banks,239.6,239.6,236.0,238.1,348340,f
2024-07-31,MEBL,Banks,238.1,241.9,238.0,238.31,308107,f
2024-08-01,MEBL,Banks,238.0,240.76,238.0,239.53,244448,f
2024-08-02,MEBL,Banks,239.0,240.5,238.99,240.04,218841,f
2024-08-05,MEBL,Banks,240.5,240.9,236.7,238.54,899172,f
2024-08-06,MEBL,Banks,238.5,241.9,237.9,241.21,1145706,f
2024-08-07,MEBL,Banks,241.21,242.28,240.01,241.89,587585,f
2024-08-08,MEBL,Banks,242.0,242.95,240.0,241.96,1082045,f
2024-08-09,MEBL,Banks,241.96,248.44,240.36,245.48,845899,f
2024-08-12,MEBL,Banks,247.89,248.0,240.85,241.03,308309,f
2024-08-13,MEBL,Banks,242.0,242.0,238.15,239.89,303842,f
2024-08-15,MEBL,Banks,239.5,242.3,238.5,241.57,609828,f
2024-08-16,MEBL,Banks,241.6,249.49,241.6,248.29,3126150,f
2024-08-19,MEBL,Banks,242.0,245.9,237.55,241.93,2111123,f
2024-08-20,MEBL,Banks,242.0,244.0,241.2,242.07,439069,f
2024-08-21,MEBL,Banks,243.0,243.0,241.0,241.92,706608,f
2024-08-22,MEBL,Banks,241.92,242.47,240.0,240.05,103794,f
2024-08-23,MEBL,Banks,240.0,241.37,240.0,240.98,592637,f
2024-08-26,MEBL,Banks,240.98,241.45,239.0,240.21,255553,f
2024-08-27,MEBL,Banks,240.25,240.74,239.5,239.89,162383,f
2024-08-28,MEBL,Banks,240.0,240.49,237.65,239.1,273235,f
2024-08-29,MEBL,Banks,239.99,239.99,236.3,236.66,1001804,f
2024-08-30,MEBL,Banks,235.9,237.7,234.5,235.43,315746,f
2024-09-02,MEBL,Banks,236.89,236.89,230.1,230.97,457054,f
2024-09-03,MEBL,Banks,231.0,236.0,227.5,228.8,1016702,f
2024-09-04,MEBL,Banks,230.5,230.5,224.98,225.44,377519,f
2024-09-05,MEBL,Banks,226.0,227.0,223.01,223.82,433157,f
2024-09-06,MEBL,Banks,224.46,225.5,220.5,221.59,637181,f
2024-09-09,MEBL,Banks,221.99,223.47,218.22,219.64,478443,f
2024-09-10,MEBL,Banks,221.0,221.8,217.78,220.84,914732,f
2024-09-11,MEBL,Banks,221.5,224.0,215.63,216.61,465653,f
2024-09-12,MEBL,Banks,216.9,218.0,215.91,216.74,384279,f
2024-09-13,MEBL,Banks,220.0,220.0,213.33,214.98,585444,f
2024-09-16,MEBL,Banks,214.98,218.0,212.0,212.64,456975,f
2024-09-18,MEBL,Banks,212.64,218.99,212.64,217.73,1364327,f
2024-09-19,MEBL,Banks,218.0,227.45,217.81,225.6,1577593,f
2024-09-20,MEBL,Banks,226.9,237.0,226.89,236.01,2089920,f
2024-09-23,MEBL,Banks,236.03,237.25,231.95,234.02,328336,f
2024-09-24,MEBL,Banks,235.0,235.97,227.86,232.92,623784,f
2024-09-25,MEBL,Banks,233.0,236.01,232.0,234.61,2475481,f
2024-09-26,MEBL,Banks,236.0,237.01,232.0,233.36,301120,f
2024-09-27,MEBL,Banks,234.0,234.0,230.15,231.59,138139,f
2024-09-30,MEBL,Banks,232.0,232.8,208.43,228.15,285910,f
2024-10-01,MEBL,Banks,228.15,229.0,225.0,226.92,234917,f
2024-10-02,MEBL,Banks,227.39,229.99,226.0,228.92,245754,f
2024-10-03,MEBL,Banks,228.75,232.0,227.0,230.28,494213,f
2024-10-04,MEBL,Banks,230.0,237.25,230.0,236.5,1542157,f
2024-10-07,MEBL,Banks,237.0,241.5,237.0,239.74,776316,f
2024-10-08,MEBL,Banks,239.74,242.24,239.74,241.58,1240040,f
2024-10-09,MEBL,Banks,241.0,243.95,239.0,241.04,838236,f
2024-10-10,MEBL,Banks,241.04,244.0,240.75,240.95,566684,f
2024-10-11,MEBL,Banks,241.25,243.0,239.01,240.62,431871,f
2024-10-14,MEBL,Banks,241.0,243.99,241.0,241.43,244769,f
2024-10-15,MEBL,Banks,242.0,242.9,240.5,242.34,290008,f
2024-10-16,MEBL,Banks,242.34,243.99,239.91,240.04,637454,f
2024-10-17,MEBL,Banks,240.5,242.49,236.01,240.04,1343617,f
2024-10-18,MEBL,Banks,240.0,242.1,240.0,240.95,615843,f
2024-10-21,MEBL,Banks,242.0,243.0,240.5,240.86,721430,f
2024-10-22,MEBL,Banks,241.35,242.5,240.75,241.19,282690,f
2024-10-23,MEBL,Banks,242.0,242.0,240.5,240.96,618763,f
2024-10-24,MEBL,Banks,241.6,243.39,241.0,242.03,1050602,f
2024-10-25,MEBL,Banks,242.3,247.0,242.3,245.34,1397199,f
2024-10-28,MEBL,Banks,246.9,249.0,245.0,247.01,971936,f
2024-10-29,MEBL,Banks,239.5,242.51,239.5,241.33,6944069,f
2024-10-30,MEBL,Banks,241.0,241.95,238.0,238.98,680133,f
2024-10-31,MEBL,Banks,238.98,241.2,231.0,231.88,738399,f
2024-11-01,MEBL,Banks,232.0,234.5,230.0,231.53,1216336,f
2024-11-04,MEBL,Banks,233.0,233.5,229.0,232.71,712700,f
2024-11-05,MEBL,Banks,230.0,233.0,228.0,231.15,998518,f
2024-11-06,MEBL,Banks,231.15,233.0,231.0,232.39,527183,f
2024-11-07,MEBL,Banks,232.45,233.9,230.0,230.47,461780,f
2024-11-08,MEBL,Banks,230.49,232.0,228.0,228.67,569711,f
2024-11-11,MEBL,Banks,228.72,229.9,227.27,228.09,382241,f
2024-11-12,MEBL,Banks,227.0,228.9,226.0,227.4,317038,f
2024-11-13,MEBL,Banks,227.49,227.9,223.55,224.52,1746993,f
2024-11-14,MEBL,Banks,225.8,228.0,224.41,226.38,2737833,f
2024-11-15,MEBL,Banks,228.1,232.87,228.0,230.53,3688228,f
2024-11-18,MEBL,Banks,233.0,233.0,227.0,229.51,1630609,f
2024-11-19,MEBL,Banks,231.0,232.0,229.21,230.92,5125765,f
2024-11-20,MEBL,Banks,232.0,233.8,231.0,232.38,1336674,f
2024-11-21,MEBL,Banks,232.3,237.0,230.0,235.04,1434626,f
2024-11-22,MEBL,Banks,237.0,258.54,237.0,257.44,5502694,f
2024-11-25,MEBL,Banks,257.44,281.0,252.05,263.34,2081690,f
2024-11-26,MEBL,Banks,260.0,280.0,237.01,237.01,9780616,f
2024-11-27,MEBL,Banks,221.0,238.0,221.0,233.45,10801776,f
2024-11-28,MEBL,Banks,232.0,232.0,225.6,227.44,3149852,f
2024-11-29,MEBL,Banks,226.5,231.07,225.2,227.38,2225444,f
2024-12-02,MEBL,Banks,228.36,240.99,228.0,238.0,2528738,f
2024-12-03,MEBL,Banks,238.0,242.0,234.9,236.07,974532,f
2024-12-04,MEBL,Banks,237.07,241.5,233.5,234.18,1588932,f
2024-12-05,MEBL,Banks,235.0,245.5,233.03,244.1,2804890,f
2024-12-06,MEBL,Banks,246.1,260.0,241.5,254.86,2929183,f
2024-12-09,MEBL,Banks,257.0,257.0,239.0,247.42,2625079,f
2024-12-10,MEBL,Banks,245.0,254.0,240.95,243.54,3208349,f
2024-12-11,MEBL,Banks,243.54,248.75,243.11,245.1,1000996,f
2024-12-12,MEBL,Banks,246.5,246.5,239.42,241.47,1861976,f
2024-12-13,MEBL,Banks,241.5,242.01,227.5,228.02,4247367,f
2024-12-16,MEBL,Banks,228.1,228.92,223.5,224.47,2128923,f
2024-12-17,MEBL,Banks,221.1,230.3,221.1,225.08,3652286,f
2024-12-18,MEBL,Banks,227.0,229.44,212.0,214.77,2786799,f
2024-12-19,MEBL,Banks,212.96,217.5,210.0,211.4,3411719,f
2024-12-20,MEBL,Banks,211.99,226.5,211.5,218.52,1696946,f
2024-12-23,MEBL,Banks,226.0,226.0,216.57,220.96,2240088,f
2024-12-24,MEBL,Banks,221.8,225.1,219.01,221.74,5939131,f
2024-12-26,MEBL,Banks,223.1,225.35,220.0,221.01,3519507,f
2024-12-27,MEBL,Banks,222.5,232.97,220.77,229.82,3683307,f
2024-12-30,MEBL,Banks,234.0,246.9,233.01,243.54,6024573,f
2024-12-31,MEBL,Banks,244.99,244.99,238.0,241.97,1984119,f
2025-01-01,MEBL,Banks,239.11,250.0,239.11,245.48,1592767,f
2025-01-02,MEBL,Banks,241.3,252.5,241.3,247.55,2777521,f
2025-01-03,MEBL,Banks,247.0,249.5,240.4,246.17,909251,f
2025-01-06,MEBL,Banks,246.17,247.0,241.0,242.06,802312,f
2025-01-07,MEBL,Banks,243.0,247.5,240.0,245.8,1286956,f
2025-01-08,MEBL,Banks,247.0,249.44,240.0,241.47,637784,f
2025-01-09,MEBL,Banks,241.5,242.06,234.5,234.99,1735396,f
2025-01-10,MEBL,Banks,234.0,236.43,232.0,233.31,1018318,f
2025-01-13,MEBL,Banks,233.91,240.39,233.91,236.59,1616945,f
2025-01-14,MEBL,Banks,237.0,238.98,234.01,237.4,1409923,f
2025-01-15,MEBL,Banks,237.99,238.99,236.0,237.46,1221962,f
2025-01-16,MEBL,Banks,238.47,238.47,235.5,236.36,1308848,f
2025-01-17,MEBL,Banks,236.36,238.0,235.5,236.93,682012,f
2025-01-20,MEBL,Banks,238.5,241.86,237.0,240.68,1984007,f
2025-01-21,MEBL,Banks,241.9,248.19,240.5,245.97,1218550,f
2025-01-22,MEBL,Banks,246.0,251.0,242.0,243.04,1236807,f
2025-01-23,MEBL,Banks,243.04,245.5,241.0,242.26,501047,f
2025-01-24,MEBL,Banks,243.77,245.5,242.5,244.6,1001560,f
2025-01-27,MEBL,Banks,245.0,246.0,239.5,241.94,443230,f
2025-01-28,MEBL,Banks,240.03,243.5,237.37,238.89,794683,f
2025-01-29,MEBL,Banks,238.89,241.9,236.03,236.95,162586,f
2025-01-30,MEBL,Banks,237.0,239.0,236.0,237.4,1229658,f
2025-01-31,MEBL,Banks,238.0,242.89,236.06,240.65,814223,f
2025-02-03,MEBL,Banks,245.0,249.4,243.0,243.62,1013776,f
2025-02-04,MEBL,Banks,244.37,246.5,239.11,240.0,588996,f
2025-02-06,MEBL,Banks,240.0,241.0,235.07,236.13,1729512,f
2025-02-07,MEBL,Banks,236.5,238.7,235.0,237.0,312403,f
2025-02-10,MEBL,Banks,238.0,238.86,234.0,237.15,421383,f
2025-02-11,MEBL,Banks,235.0,239.0,235.0,237.5,344587,f
2025-02-12,MEBL,Banks,239.0,239.75,236.0,237.98,708868,f
2025-02-13,MEBL,Banks,239.44,240.49,236.9,239.21,1844800,f
2025-02-14,MEBL,Banks,240.0,240.3,235.5,236.33,852505,f
2025-02-17,MEBL,Banks,236.35,237.9,233.85,234.93,530609,f
2025-02-18,MEBL,Banks,234.5,236.0,230.0,234.61,425272,f
2025-02-19,MEBL,Banks,235.99,238.65,234.01,236.74,755375,f
2025-02-20,MEBL,Banks,236.74,237.7,235.55,236.6,688331,f
2025-02-21,MEBL,Banks,236.6,237.2,232.5,234.6,867974,f
2025-02-24,MEBL,Banks,235.95,242.0,232.75,240.04,1270099,f
2025-02-25,MEBL,Banks,239.99,240.8,238.0,238.88,1824302,f
2025-02-26,MEBL,Banks,239.4,240.0,236.02,236.63,822532,f
2025-02-27,MEBL,Banks,239.9,239.9,237.0,239.01,1395752,f
2025-02-28,MEBL,Banks,237.38,244.9,237.38,241.9,2170597,f
2025-03-03,MEBL,Banks,242.0,243.87,241.5,242.94,1243582,f
2025-03-04,MEBL,Banks,242.0,243.1,241.97,242.96,226089,f
2025-03-05,MEBL,Banks,243.0,244.9,241.69,243.23,739302,f
2025-03-06,MEBL,Banks,243.23,243.23,239.5,240.05,1293908,f
2025-03-07,MEBL,Banks,241.99,241.99,238.6,238.84,585205,f
2025-03-10,MEBL,Banks,239.0,241.5,236.49,239.07,1718709,f
2025-03-11,MEBL,Banks,240.2,243.9,240.2,241.2,1766776,f
2025-03-12,MEBL,Banks,242.9,243.5,239.03,240.04,1519352,f
2025-03-13,MEBL,Banks,241.24,241.9,240.6,241.0,323714,f
2025-03-14,MEBL,Banks,241.75,243.48,240.65,241.79,1053094,f
2025-03-17,MEBL,Banks,241.51,243.6,241.31,243.26,2204251,f
2025-03-18,MEBL,Banks,243.5,245.44,242.87,244.79,2126714,f
2025-03-19,MEBL,Banks,244.0,248.5,243.85,247.5,2294747,f
2025-03-20,MEBL,Banks,242.0,244.0,240.6,241.03,1585100,f
2025-03-21,MEBL,Banks,242.0,242.85,239.4,239.85,713313,f
2025-03-24,MEBL,Banks,239.85,242.0,234.9,235.48,812469,f
2025-03-25,MEBL,Banks,236.0,241.49,236.0,239.12,715765,f
2025-03-26,MEBL,Banks,240.0,245.9,240.0,244.9,1155936,f
2025-03-27,MEBL,Banks,245.0,247.99,243.0,247.4,550356,f
2025-04-03,MEBL,Banks,247.45,258.0,244.5,256.46,1421036,f
2025-04-04,MEBL,Banks,256.7,277.0,256.7,265.33,3876121,f
2025-04-07,MEBL,Banks,266.0,266.0,241.0,256.88,2160581,f
2025-04-08,MEBL,Banks,256.88,263.49,256.0,260.64,1526036,f
2025-04-09,MEBL,Banks,259.0,260.9,250.03,259.87,648391,f
2025-04-10,MEBL,Banks,267.0,267.9,255.0,257.06,1214827,f
2025-04-11,MEBL,Banks,255.0,258.79,253.89,255.9,384202,f
2025-04-14,MEBL,Banks,257.45,259.9,255.0,258.14,853512,f
2025-04-15,MEBL,Banks,258.51,261.0,255.0,256.02,1009297,f
2025-04-16,MEBL,Banks,256.02,259.4,250.2,253.09,988044,f
2025-04-17,MEBL,Banks,252.99,254.8,252.0,252.92,420150,f
2025-04-18,MEBL,Banks,253.0,259.0,251.0,255.65,1281552,f
2025-04-21,MEBL,Banks,257.0,281.0,256.8,279.0,5496803,f
2025-04-22,MEBL,Banks,280.0,280.44,268.5,269.9,2414444,f
2025-04-23,MEBL,Banks,270.0,272.5,265.9,269.2,824645,f
2025-04-24,MEBL,Banks,260.0,270.0,260.0,265.2,1073742,f
2025-04-25,MEBL,Banks,265.2,272.86,265.2,271.61,2091238,f
2025-04-28,MEBL,Banks,273.4,279.95,271.61,277.27,1580632,f
2025-04-29,MEBL,Banks,270.27,276.4,268.0,271.96,1992907,f
2025-04-30,MEBL,Banks,270.0,271.9,263.0,264.21,1636928,f
2025-05-02,MEBL,Banks,267.0,274.51,264.0,273.24,674314,f
2025-05-05,MEBL,Banks,275.0,275.99,269.0,272.03,422772,f
2025-05-06,MEBL,Banks,271.44,274.48,267.5,269.35,643335,f
2025-05-07,MEBL,Banks,250.01,272.0,250.01,262.89,1779567,f
2025-05-08,MEBL,Banks,261.0,269.0,236.6,253.07,2366753,f
2025-05-09,MEBL,Banks,253.0,258.0,245.0,256.24,1243316,f
2025-05-12,MEBL,Banks,280.0,281.86,270.01,281.84,5642903,f
2025-05-13,MEBL,Banks,289.9,289.9,274.5,275.92,1823012,f
2025-05-14,MEBL,Banks,277.45,284.0,275.0,280.24,1864130,f
2025-05-15,MEBL,Banks,282.0,287.0,281.0,285.6,3181215,f
2025-05-16,MEBL,Banks,286.49,288.33,285.0,286.62,1555553,f
2025-05-19,MEBL,Banks,287.99,287.99,283.6,286.01,368736,f
2025-05-20,MEBL,Banks,287.0,288.9,284.0,287.46,4055565,f
2025-05-21,MEBL,Banks,288.9,292.49,287.69,288.89,756808,f
2025-05-22,MEBL,Banks,289.02,290.99,284.5,286.28,663619,f
2025-05-23,MEBL,Banks,286.28,293.5,284.53,287.93,833300,f
2025-05-26,MEBL,Banks,285.0,289.5,283.5,284.69,618593,f
2025-05-27,MEBL,Banks,284.51,290.81,284.5,289.28,1855820,f
2025-05-29,MEBL,Banks,290.0,294.9,287.5,290.51,495333,f
2025-05-30,MEBL,Banks,290.0,312.99,288.3,303.29,2194180,f
2025-06-02,MEBL,Banks,307.5,310.0,300.0,305.48,1495296,f
2025-06-03,MEBL,Banks,306.0,311.0,296.66,309.42,6196558,f
2025-06-04,MEBL,Banks,309.42,313.5,308.0,310.48,921729,f
2025-06-05,MEBL,Banks,310.0,310.8,303.0,303.94,811330,f
2025-06-10,MEBL,Banks,306.97,311.0,301.12,309.36,1162076,f
2025-06-11,MEBL,Banks,312.44,316.65,309.5,310.86,1271575,f
2025-06-12,MEBL,Banks,311.89,316.69,310.0,310.99,741331,f
2025-06-13,MEBL,Banks,310.0,310.0,303.0,306.33,861190,f
2025-06-16,MEBL,Banks,305.05,309.9,305.05,308.45,299491,f
2025-06-17,MEBL,Banks,308.5,311.9,305.5,307.06,744928,f
2025-06-18,MEBL,Banks,307.0,310.0,305.5,309.18,1070346,f
2025-06-19,MEBL,Banks,309.2,313.0,306.0,308.08,1181477,f
2025-06-20,MEBL,Banks,308.1,311.89,307.0,308.25,746532,f
2025-06-23,MEBL,Banks,305.0,310.0,300.05,304.76,1871653,f
2025-06-24,MEBL,Banks,312.0,322.0,308.05,320.49,2391204,f
2025-06-25,MEBL,Banks,320.0,325.0,318.0,320.2,763581,f
2025-06-26,MEBL,Banks,321.0,323.5,318.0,319.76,469802,f
2025-06-27,MEBL,Banks,320.0,334.01,320.0,329.28,970170,f
2025-06-30,MEBL,Banks,334.0,336.88,330.97,332.05,791117,f
2025-07-01,MEBL,Banks,333.0,348.0,332.1,345.36,1458511,f
